equipment_id,asset_type,manufacturer,plant_site,criticality,rated_power_kw,rated_rpm,operating_hours,runtime_since_overhaul_hours,last_maintenance_days_ago,maintenance_type_last,num_starts_30d,load_percent,ambient_temp_c,humidity_percent,vibration_rms_mm_s,vibration_peak_g,bearing_temp_c,motor_winding_temp_c,oil_temp_c,oil_pressure_bar,oil_particle_count_iso4406,suction_pressure_bar,discharge_pressure_bar,flow_rate_m3_h,current_draw_amps,power_factor,failure_within_30d
EQ-003138,pump,Flowserve,ANT-05,B,400,3600,7359,5859,63,preventive,7,66.1,34.7,45.4,2.9,0.51,63.3,73.3,60.7,3.54,35.0,1.89,10.87,224.1,500.7,0.899,0
EQ-003139,motor,Siemens,JUB-03,A,22,1500,74634,7853,398,preventive,15,62.2,19.3,33.7,2.35,0.34,50.2,54.3,42.9,4.83,31.0,1.46,6.58,10.5,31.8,0.859,0
EQ-003140,compressor,WEG,SIN-04,C,250,1500,69527,30613,384,corrective,53,61.4,15.7,95.0,5.87,1.8,45.9,44.2,41.0,3.33,45.0,2.65,12.34,143.4,288.2,0.894,0
EQ-003141,motor,WEG,ROT-02,B,160,3600,68978,53523,276,none,14,51.7,20.4,50.8,4.08,1.13,45.8,47.6,43.5,4.26,40.0,2.16,8.54,108.4,155.7,0.846,0
EQ-003142,pump,Siemens,JUB-03,B,22,1500,10394,3320,226,preventive,10,76.6,35.8,49.6,3.81,1.18,64.1,83.7,60.4,3.21,42.0,1.74,9.55,5.0,44.1,0.988,0
EQ-003143,motor,Sulzer,JUB-03,B,400,3000,13674,1508,120,corrective,19,85.3,21.7,51.0,3.9,1.27,51.8,58.8,53.0,3.58,42.0,1.94,10.82,229.9,642.9,0.813,0
EQ-003144,motor,Sulzer,HOU-01,C,22,1500,17725,1981,4,preventive,10,90.6,33.5,76.4,1.87,0.34,66.5,76.5,61.9,3.24,53.0,2.0,8.84,5.0,32.2,0.892,0
EQ-003145,motor,ABB,HOU-01,B,75,3600,38637,9375,192,predictive,7,88.3,13.8,52.7,1.33,0.27,43.0,56.2,35.3,3.04,55.0,2.06,12.31,57.0,131.4,,0
EQ-003146,pump,Atlas-Copco,JUB-03,C,11,3000,25159,24730,349,corrective,14,70.7,24.0,71.2,4.39,1.36,58.7,65.7,53.8,3.4,52.0,2.38,12.26,10.9,24.4,0.887,0
EQ-003147,compressor,Atlas-Copco,ANT-05,B,11,3000,84851,58005,440,preventive,54,70.0,26.5,69.9,5.63,1.61,56.7,62.1,46.1,2.78,41.0,1.72,8.72,12.1,14.6,0.841,1
EQ-003148,motor,WEG,HOU-01,C,110,1500,37005,23054,186,preventive,9,57.2,21.3,48.8,2.92,0.76,52.4,63.0,47.0,3.55,57.0,1.6,9.54,69.0,118.3,0.904,0
EQ-003149,compressor,Atlas-Copco,HOU-01,A,11,1500,58484,8629,145,corrective,47,68.4,28.1,58.5,3.73,1.03,50.8,58.4,46.3,3.22,38.0,1.87,10.49,5.0,16.6,0.931,0
EQ-003150,pump,KSB,HOU-01,B,110,3600,78509,75498,304,preventive,10,70.6,28.4,41.8,6.29,1.79,61.9,68.5,63.6,4.68,47.0,2.2,12.17,44.9,138.7,0.894,1
EQ-003151,compressor,WEG,SIN-04,B,630,1500,65169,39066,315,predictive,30,72.1,21.3,69.2,5.21,1.51,53.7,57.7,52.6,3.91,39.0,1.89,11.34,363.6,862.9,0.97,0
EQ-003152,motor,Sulzer,ROT-02,C,22,1500,43221,13106,435,predictive,9,77.8,21.3,25.0,4.19,1.05,54.8,59.0,44.9,2.49,38.0,2.52,12.14,25.5,28.0,0.837,0
EQ-003153,pump,Atlas-Copco,ROT-02,A,11,1500,44792,5890,487,corrective,11,100.4,28.7,52.2,3.64,1.11,67.1,78.4,59.8,3.56,37.0,1.98,9.86,5.0,22.0,0.946,0
EQ-003154,motor,Flowserve,JUB-03,B,11,3000,48877,32293,266,preventive,11,69.8,36.4,52.1,3.26,0.8,67.8,73.1,62.3,2.33,46.0,1.24,10.31,5.0,16.0,0.863,0
EQ-003155,motor,Atlas-Copco,HOU-01,C,22,1800,4244,3512,162,corrective,14,84.1,33.6,63.9,2.08,0.67,67.7,77.0,56.3,3.98,53.0,2.12,7.3,17.0,30.7,0.894,0
EQ-003156,motor,Atlas-Copco,ANT-05,C,160,3000,11925,5010,121,preventive,14,64.4,34.3,57.0,2.74,0.82,65.9,73.5,66.3,2.57,51.0,0.96,11.82,109.0,191.6,0.94,0
EQ-003157,pump,KSB,SIN-04,B,75,1500,43608,12842,192,preventive,13,69.2,32.8,49.4,3.66,1.19,59.4,66.0,56.7,3.26,38.0,1.96,10.91,40.7,99.1,0.881,0
EQ-003158,motor,Sulzer,ROT-02,A,400,1800,21798,6225,15,predictive,15,63.5,33.1,50.0,1.88,0.4,59.6,58.1,60.0,4.23,45.0,1.39,9.77,250.4,481.3,0.787,0
EQ-003159,compressor,Flowserve,SIN-04,C,75,3000,50942,47496,468,corrective,51,75.9,25.6,51.4,6.31,1.8,65.1,76.3,58.4,3.14,44.0,1.77,8.53,62.9,101.6,0.897,1
EQ-003160,pump,KSB,JUB-03,A,400,1800,53166,31674,396,preventive,11,65.9,24.5,67.6,3.61,1.08,55.9,62.4,48.5,3.43,53.0,1.86,13.69,229.3,493.8,0.893,0
EQ-003161,motor,Atlas-Copco,HOU-01,B,630,3000,35009,16796,379,preventive,17,84.4,35.1,57.2,3.51,0.87,71.0,85.0,61.3,3.45,36.0,2.42,9.94,382.4,1015.0,0.834,0
EQ-003162,motor,Flowserve,SIN-04,B,630,1500,63391,37806,506,predictive,9,41.4,26.0,55.2,4.75,1.4,58.3,53.8,51.3,3.86,48.0,1.13,8.97,375.7,482.3,0.825,0
EQ-003163,pump,Flowserve,ANT-05,C,250,3000,32130,14448,72,corrective,13,89.9,23.2,50.3,2.38,0.68,56.1,71.0,49.7,3.84,47.0,2.36,12.94,148.2,424.0,0.929,0
EQ-003164,motor,KSB,SIN-04,B,22,3600,9611,3376,397,predictive,6,80.1,33.0,59.4,2.41,0.75,63.9,76.5,57.2,3.43,37.0,1.93,8.95,25.7,37.1,0.911,0
EQ-003165,motor,KSB,HOU-01,B,22,3000,1246,150,367,preventive,7,89.1,24.3,93.1,3.34,0.85,60.0,70.9,51.5,3.44,37.0,2.35,13.17,5.0,28.5,0.884,0
EQ-003166,compressor,Sulzer,SIN-04,A,400,1500,1832,1806,356,corrective,43,58.2,29.2,64.9,4.68,1.37,62.5,71.4,56.1,3.15,52.0,2.11,12.55,232.0,439.6,0.87,1
EQ-003167,motor,WEG,ROT-02,C,11,1800,9459,6711,226,preventive,12,60.0,15.7,49.6,1.91,0.36,44.8,47.5,36.2,3.44,41.0,1.55,13.41,21.4,11.4,0.932,0
EQ-003168,motor,Siemens,SIN-04,A,250,1800,79283,24093,373,preventive,18,65.7,31.5,42.9,3.83,1.23,64.9,76.2,60.2,2.56,46.0,1.85,12.2,169.2,316.3,0.947,0
EQ-003169,motor,KSB,ANT-05,C,45,1500,80782,12612,68,preventive,15,63.3,19.7,57.6,3.04,0.87,49.1,54.0,50.5,3.29,51.0,1.72,10.45,41.9,52.6,0.798,0
EQ-003170,compressor,ABB,HOU-01,C,75,1500,16646,7200,528,predictive,41,85.9,29.8,63.3,5.45,1.72,62.7,78.8,56.6,3.49,39.0,1.83,7.55,42.5,125.2,0.952,0
EQ-003171,motor,KSB,ROT-02,A,400,1800,58530,42395,421,preventive,11,57.8,27.1,56.1,5.29,1.45,62.8,68.0,55.9,4.08,46.0,2.62,13.29,245.0,441.8,0.888,0
EQ-003172,pump,Flowserve,HOU-01,B,250,1500,24022,11343,448,predictive,12,79.3,42.0,50.1,3.24,0.86,73.2,89.1,74.8,3.95,36.0,1.51,7.55,182.9,376.2,0.831,0
EQ-003173,motor,ABB,SIN-04,B,160,3000,3741,1984,353,predictive,13,66.1,27.9,42.3,2.06,0.51,52.0,58.5,52.1,3.55,30.0,2.7,10.47,114.0,201.6,0.939,0
EQ-003174,motor,Flowserve,SIN-04,B,630,3000,37818,8458,449,preventive,6,74.9,30.6,57.4,4.56,1.14,64.4,77.6,56.8,3.89,43.0,2.39,12.97,403.5,900.4,0.91,0
EQ-003175,pump,KSB,JUB-03,B,400,1500,51143,45923,333,preventive,10,78.4,30.3,72.8,5.4,1.55,65.5,69.0,57.2,3.12,55.0,2.48,12.04,256.0,598.0,0.86,1
EQ-003176,motor,KSB,SIN-04,B,630,3000,22152,17611,109,preventive,15,103.5,23.4,36.3,2.41,0.48,63.4,78.4,59.2,4.35,39.0,1.15,9.04,353.6,1244.3,0.816,0
EQ-003177,motor,Flowserve,HOU-01,C,630,1800,60177,45814,300,preventive,11,65.6,33.5,53.1,5.13,1.39,67.6,72.0,64.1,3.1,45.0,1.52,10.25,381.9,778.9,0.838,0
EQ-003178,compressor,Sulzer,HOU-01,B,11,1500,44624,31236,431,preventive,50,78.3,29.8,60.9,6.56,1.77,67.9,74.9,62.2,2.05,44.0,1.64,7.57,21.3,19.8,0.904,1
EQ-003179,pump,Sulzer,JUB-03,C,110,1500,48987,40656,190,predictive,15,71.4,32.3,43.3,5.02,1.16,74.0,87.8,61.6,4.25,40.0,2.11,11.4,68.2,143.6,0.783,0
EQ-003180,motor,Atlas-Copco,HOU-01,A,160,1800,14248,13492,516,corrective,13,82.9,41.5,71.5,4.91,1.23,75.4,89.6,69.0,3.23,37.0,1.89,8.44,102.5,241.1,0.86,1
EQ-003181,motor,WEG,HOU-01,A,11,3000,78360,28481,371,preventive,12,73.3,19.6,39.8,4.53,1.05,52.4,65.7,53.8,4.53,48.0,1.9,11.71,8.3,15.6,0.887,0
EQ-003182,compressor,Atlas-Copco,SIN-04,B,45,3000,77820,17164,493,predictive,45,70.0,30.3,51.0,4.98,1.42,65.5,76.5,62.5,3.27,38.0,1.6,5.76,38.1,59.7,0.913,0
EQ-003183,motor,KSB,HOU-01,B,110,1800,25138,13282,100,preventive,9,77.6,28.7,65.5,2.51,0.93,60.1,70.0,54.0,2.98,40.0,2.01,9.27,60.9,160.0,0.912,0
EQ-003184,pump,Flowserve,HOU-01,A,110,3000,29314,7937,9,none,10,89.9,20.2,89.0,2.38,0.63,49.9,62.1,38.9,3.4,33.0,1.85,10.21,59.2,189.6,0.873,0
EQ-003185,compressor,Sulzer,SIN-04,A,400,1500,64518,16990,219,predictive,38,84.8,20.1,56.1,5.37,1.54,55.3,66.1,46.6,4.34,33.0,2.12,9.86,231.5,651.2,0.897,0
EQ-003186,compressor,Siemens,ANT-05,A,250,3600,62529,37881,244,corrective,35,91.1,32.6,43.3,5.86,1.53,65.4,75.7,65.0,2.52,56.0,1.04,7.23,149.4,432.9,0.928,1
EQ-003187,pump,Sulzer,HOU-01,C,400,3000,29675,14158,62,preventive,10,88.8,38.2,68.3,2.14,0.43,70.3,88.1,66.4,3.33,44.0,1.94,13.62,221.0,673.0,0.886,0
EQ-003188,motor,KSB,ROT-02,B,250,1500,81256,45313,353,preventive,8,88.4,35.5,48.2,3.62,1.02,66.2,84.1,59.1,2.9,63.0,2.1,10.28,184.0,424.5,0.786,1
EQ-003189,pump,Atlas-Copco,SIN-04,A,11,1500,24025,19151,275,none,10,59.6,32.9,53.8,3.73,0.97,63.6,71.1,57.2,3.63,57.0,2.63,8.05,5.0,9.7,0.786,0
EQ-003190,motor,Flowserve,HOU-01,B,160,1500,7747,5729,432,corrective,10,65.8,29.6,62.4,1.93,0.19,62.1,71.1,55.8,3.62,45.0,1.35,9.8,112.6,207.3,0.859,0
EQ-003191,pump,KSB,HOU-01,B,75,3000,58731,33468,504,none,15,76.0,32.1,41.9,6.31,1.91,63.8,75.6,60.4,3.72,52.0,1.85,9.75,29.5,100.9,0.859,0
EQ-003192,pump,ABB,ROT-02,A,400,3600,2550,1786,62,preventive,9,82.1,28.2,37.3,2.94,1.14,60.0,69.3,55.5,3.42,,2.04,9.63,244.8,631.7,0.936,0
EQ-003193,motor,Atlas-Copco,HOU-01,B,45,1800,29435,7194,164,preventive,11,67.5,33.7,56.4,3.07,0.86,61.0,64.4,56.5,4.19,45.0,2.17,11.11,20.9,56.5,0.919,0
EQ-003194,motor,ABB,ROT-02,B,45,3600,5189,3693,516,preventive,12,55.9,24.6,78.2,2.27,0.65,49.9,58.4,48.1,2.71,39.0,2.72,10.98,29.2,42.6,0.838,0
EQ-003195,motor,WEG,ROT-02,C,45,3000,11092,2043,184,corrective,9,78.5,33.6,95.0,2.46,0.34,68.1,79.8,64.8,4.48,45.0,1.67,9.8,32.6,70.8,0.983,0
EQ-003196,motor,KSB,HOU-01,A,250,3000,6049,640,43,preventive,14,82.4,33.9,58.1,1.27,0.32,68.0,76.6,69.0,4.18,30.0,1.87,9.96,143.5,389.8,0.928,0
EQ-003197,motor,Siemens,JUB-03,B,22,3600,73086,36660,267,preventive,15,62.2,30.0,47.7,5.33,1.47,68.8,71.9,64.5,3.63,57.0,2.53,9.29,38.2,29.2,0.857,0
EQ-003198,motor,Siemens,ROT-02,B,45,1500,79541,70935,517,preventive,11,69.9,43.7,56.2,7.25,2.02,78.1,90.2,75.2,4.96,64.0,1.82,9.02,47.9,53.9,0.914,1
EQ-003199,compressor,Atlas-Copco,JUB-03,B,22,3000,49433,34186,378,predictive,35,58.1,24.8,62.0,4.57,1.25,59.2,65.1,50.2,3.9,53.0,2.67,9.09,5.7,32.3,0.897,1
EQ-003200,motor,Siemens,ROT-02,B,110,1800,42311,41889,323,none,14,82.3,36.8,56.9,4.68,1.16,74.9,91.2,71.1,2.64,,1.02,10.32,38.5,174.4,0.839,1
EQ-003201,pump,ABB,JUB-03,C,22,1500,42056,4872,301,predictive,8,69.1,24.2,69.2,3.44,0.98,52.2,57.7,48.2,3.51,37.0,1.96,13.43,29.8,35.9,0.78,0
EQ-003202,pump,Flowserve,ROT-02,C,75,1500,55849,32384,408,predictive,7,83.4,30.3,48.8,4.09,1.2,65.6,79.9,67.8,3.21,42.0,1.8,7.39,30.5,119.0,0.927,0
EQ-003203,pump,Siemens,HOU-01,A,22,3600,10591,3166,282,corrective,13,88.0,27.0,53.3,3.95,1.57,63.3,78.9,61.6,3.68,36.0,1.49,7.91,5.0,29.3,0.822,0
EQ-003204,motor,KSB,SIN-04,B,22,1800,45914,31428,313,predictive,9,83.9,37.6,54.0,5.25,1.44,77.0,94.0,75.3,3.1,49.0,2.56,10.22,5.0,35.9,0.912,0
EQ-003205,motor,Flowserve,HOU-01,B,250,1500,62788,26812,1,corrective,14,59.4,29.7,48.6,2.99,0.87,65.7,64.6,59.8,4.18,58.0,1.78,9.06,136.6,300.1,0.881,0
EQ-003206,pump,Siemens,ROT-02,B,400,1500,58868,51128,9,preventive,15,67.0,22.3,80.1,4.88,1.45,56.2,60.6,52.7,3.42,59.0,1.9,10.33,248.9,504.9,0.898,0
EQ-003207,pump,KSB,ANT-05,A,160,1800,48038,47750,471,preventive,7,44.3,30.5,42.3,5.11,1.5,57.1,56.4,49.8,4.35,55.0,2.41,9.62,69.6,138.8,0.893,0
EQ-003208,compressor,KSB,ANT-05,A,45,1500,54200,16621,514,preventive,51,70.5,21.4,75.4,6.63,1.85,60.2,71.2,56.1,2.78,47.0,1.69,8.59,33.0,66.3,0.85,0
EQ-003209,motor,KSB,HOU-01,A,250,3000,1046,563,343,preventive,10,84.1,29.6,55.8,3.2,1.12,62.9,70.7,54.8,2.96,34.0,1.91,10.1,174.3,400.6,0.875,0
EQ-003210,motor,WEG,HOU-01,B,75,1800,73369,41967,413,preventive,12,63.5,29.4,38.9,5.85,1.54,66.4,75.2,58.0,3.14,59.0,2.55,11.74,51.1,81.6,0.816,0
EQ-003211,pump,Atlas-Copco,ANT-05,C,45,3600,38769,24315,39,corrective,18,89.8,18.0,44.6,3.87,1.04,58.3,67.2,50.0,3.39,40.0,1.57,6.93,20.3,71.4,0.876,0
EQ-003212,compressor,Siemens,JUB-03,B,250,1500,69605,8448,324,preventive,40,87.0,37.9,35.0,5.32,1.59,72.3,81.0,68.8,3.19,48.0,2.09,7.93,153.0,417.6,0.854,0
EQ-003213,pump,ABB,SIN-04,B,250,3600,33018,32937,474,corrective,20,77.2,29.4,53.1,4.49,1.26,62.5,73.6,59.0,4.09,56.0,2.14,10.06,158.7,360.2,0.779,1
EQ-003214,pump,Siemens,ROT-02,A,11,1500,22827,8530,77,preventive,5,79.3,35.5,55.2,2.05,0.5,63.7,63.4,63.2,3.81,39.0,2.3,12.49,5.0,5.2,0.823,0
EQ-003215,motor,ABB,JUB-03,B,75,3000,68483,31778,365,predictive,8,66.0,36.2,66.1,5.37,1.7,74.2,85.8,72.2,2.98,42.0,2.85,12.23,55.0,92.9,0.811,0
EQ-003216,pump,Atlas-Copco,HOU-01,A,250,3000,80013,71228,439,corrective,12,59.5,28.3,,8.42,2.55,64.2,64.0,62.6,3.11,66.0,1.88,8.19,159.0,275.8,0.843,1
EQ-003217,pump,Atlas-Copco,ROT-02,C,75,1800,31412,15515,277,predictive,16,64.2,23.9,57.1,3.49,1.19,49.5,50.2,39.8,3.5,43.0,2.22,9.19,37.7,86.4,0.851,0
EQ-003218,pump,KSB,JUB-03,B,400,1500,81745,47572,538,preventive,17,92.0,33.2,52.9,4.32,1.09,68.1,84.1,64.9,3.73,53.0,2.85,10.46,248.9,700.5,0.927,1
EQ-003219,motor,Siemens,HOU-01,A,160,1800,24956,14736,204,preventive,9,62.8,24.0,61.0,3.11,1.26,53.1,56.0,49.4,3.09,53.0,2.27,10.61,99.9,188.3,0.873,0
EQ-003220,pump,Atlas-Copco,HOU-01,B,110,3000,18511,12156,539,predictive,9,86.7,24.2,74.4,3.48,1.23,57.9,73.2,54.7,3.87,43.0,1.95,12.11,90.9,191.3,0.901,0
EQ-003221,motor,WEG,SIN-04,B,160,1500,46974,30801,520,preventive,13,94.3,36.9,59.1,4.86,1.13,76.8,91.0,72.0,3.68,54.0,2.53,14.05,93.7,293.2,0.862,0
EQ-003222,motor,Flowserve,SIN-04,C,75,1500,62246,25245,494,corrective,9,82.9,25.9,54.3,3.81,1.06,58.9,74.8,57.9,2.74,55.0,1.3,8.32,41.5,115.8,0.874,1
EQ-003223,motor,Sulzer,SIN-04,B,630,3000,47993,6741,173,predictive,9,57.4,26.8,47.4,2.89,0.68,55.8,67.1,52.2,4.11,42.0,2.04,10.89,385.7,695.4,0.906,0
EQ-003224,pump,WEG,ROT-02,B,75,3600,19229,6756,286,predictive,12,100.9,33.8,73.9,2.52,0.55,68.6,81.7,61.4,3.9,47.0,1.9,9.59,38.8,146.7,0.922,0
EQ-003225,motor,KSB,HOU-01,B,11,3000,24537,8637,533,preventive,8,75.2,26.5,57.5,3.14,0.81,59.0,69.4,54.2,3.72,31.0,2.74,10.65,6.5,16.7,0.816,0
EQ-003226,pump,Flowserve,HOU-01,C,110,3600,16671,12118,82,corrective,5,73.1,22.4,48.2,4.28,1.27,56.4,64.9,49.2,3.82,,1.55,8.03,83.1,154.8,0.825,0
EQ-003227,compressor,Siemens,JUB-03,C,11,3000,54503,50857,455,preventive,41,65.4,27.5,55.9,6.8,2.03,62.8,66.6,58.8,3.03,50.0,1.78,7.24,5.0,1.3,0.933,1
EQ-003228,motor,Siemens,HOU-01,A,75,1500,24636,2682,471,preventive,8,80.6,30.9,48.1,3.08,0.87,68.8,83.8,60.8,4.14,31.0,1.86,13.65,31.2,111.8,0.814,0
EQ-003229,motor,WEG,ROT-02,A,11,1500,44634,17834,448,preventive,12,88.9,25.8,47.6,4.13,0.99,63.6,83.2,56.8,4.01,51.0,2.2,7.05,26.1,14.1,0.896,0
EQ-003230,pump,Flowserve,HOU-01,B,22,3000,68350,10029,34,predictive,9,81.9,28.7,61.4,3.06,0.58,56.3,66.7,56.5,3.02,43.0,2.48,12.06,11.0,27.7,0.819,0
EQ-003231,pump,Flowserve,SIN-04,B,22,1800,72614,34795,277,none,10,75.8,26.7,76.3,4.34,1.31,54.9,64.1,51.3,4.81,58.0,2.29,13.68,5.0,32.4,0.835,0
EQ-003232,pump,KSB,JUB-03,B,22,1500,77488,44435,237,preventive,24,79.8,22.4,47.9,3.04,0.87,48.1,60.8,43.8,3.99,46.0,2.25,7.24,5.0,40.4,0.851,1
EQ-003233,pump,KSB,ROT-02,A,75,1800,19385,12883,516,preventive,13,66.8,16.3,55.2,4.07,1.22,46.6,55.0,41.6,2.84,52.0,1.92,9.66,40.7,93.1,0.876,0
EQ-003234,pump,Sulzer,ANT-05,C,110,3000,80662,77869,13,preventive,16,78.2,33.1,53.4,5.99,1.84,71.1,71.0,60.5,3.33,52.0,2.22,10.11,81.3,162.6,0.881,1
EQ-003235,pump,Siemens,ROT-02,A,75,3000,73551,64381,357,preventive,10,89.9,29.3,57.8,4.6,1.24,62.7,69.7,60.6,3.89,43.0,1.89,12.59,42.0,129.0,0.951,0
EQ-003236,pump,Sulzer,ANT-05,C,160,1500,26359,23389,428,corrective,15,80.7,28.0,60.5,4.51,1.42,62.4,69.8,60.1,3.55,40.0,2.4,10.62,77.2,248.0,0.844,0
EQ-003237,motor,ABB,ROT-02,C,22,1800,26185,17852,350,corrective,12,85.0,25.5,91.2,3.49,0.98,55.7,67.2,54.3,4.37,52.0,2.42,7.31,27.1,35.3,0.881,0
EQ-003238,compressor,Sulzer,ROT-02,C,11,3000,15848,14604,143,preventive,36,55.9,30.3,75.6,4.01,1.01,53.4,60.9,51.1,2.95,50.0,2.56,10.65,5.0,3.8,0.89,0
EQ-003239,pump,Siemens,JUB-03,B,22,3000,70365,10186,3,preventive,11,83.1,25.3,39.6,3.25,0.91,59.7,66.9,55.2,3.21,44.0,1.95,9.01,14.8,34.7,0.975,0
EQ-003240,motor,WEG,SIN-04,C,110,3000,40872,17186,328,corrective,8,67.8,31.2,54.0,2.59,0.79,60.5,73.0,53.7,3.4,34.0,1.96,8.14,56.6,146.3,0.909,0
EQ-003241,pump,KSB,ROT-02,C,160,1800,81763,79796,176,corrective,11,74.7,27.1,45.2,7.26,2.07,61.0,72.4,58.7,3.76,60.0,2.12,9.18,60.8,228.9,0.918,1
EQ-003242,pump,Atlas-Copco,ANT-05,A,160,3000,81763,26397,222,corrective,11,71.8,23.1,75.7,4.2,1.06,51.6,61.0,41.2,3.33,49.0,1.47,7.28,105.8,223.9,0.955,0
EQ-003243,motor,Sulzer,JUB-03,B,75,1500,39210,26743,448,preventive,9,77.0,38.4,58.6,4.23,1.25,75.2,89.7,68.2,3.56,49.0,1.84,12.51,52.3,119.5,0.99,1
EQ-003244,pump,Siemens,JUB-03,B,110,3000,30734,23471,444,preventive,11,76.1,33.2,86.6,4.83,1.45,69.6,78.2,65.7,3.9,,2.25,11.66,76.2,168.6,0.9,0
EQ-003245,pump,Flowserve,JUB-03,A,22,3600,49711,35900,174,corrective,16,67.6,36.4,50.5,4.1,1.01,65.1,72.4,61.1,3.53,51.0,2.59,10.93,17.2,21.6,0.847,0
EQ-003246,compressor,Sulzer,SIN-04,B,75,3600,75715,11959,223,preventive,42,81.2,34.6,33.3,4.72,1.13,64.1,75.1,56.0,2.98,33.0,2.17,9.6,39.1,101.5,0.958,0
EQ-003247,pump,ABB,HOU-01,A,11,1500,59313,8994,324,preventive,12,85.4,25.4,63.5,5.23,1.33,59.3,61.7,56.0,2.65,35.0,2.42,8.88,5.0,3.9,0.909,0
EQ-003248,motor,ABB,ROT-02,B,400,1500,79402,34037,29,corrective,13,78.6,27.6,84.3,2.06,0.59,60.9,68.6,56.2,2.75,56.0,2.13,13.75,246.1,591.2,0.928,0
EQ-003249,compressor,KSB,ANT-05,B,45,1500,21200,5189,539,predictive,38,80.1,33.6,45.0,3.83,1.02,67.9,75.9,62.2,3.21,44.0,2.64,13.16,10.4,66.8,0.894,0
EQ-003250,motor,KSB,ANT-05,C,630,1800,19372,9387,373,corrective,8,61.5,27.8,62.6,4.38,1.26,53.9,52.3,48.6,3.0,36.0,2.04,10.12,387.6,734.1,0.932,0
EQ-003251,motor,Sulzer,JUB-03,A,250,1500,67561,24377,142,corrective,9,62.5,23.0,53.9,2.78,0.78,52.3,60.2,47.0,3.71,56.0,1.5,7.42,129.8,293.4,0.801,0
EQ-003252,compressor,Sulzer,ROT-02,C,110,1500,19108,18036,430,preventive,52,101.5,28.8,38.9,6.06,1.83,62.2,79.2,57.1,2.71,35.0,1.76,9.87,67.7,210.1,0.877,0
EQ-003253,motor,Sulzer,JUB-03,B,630,3000,81684,72376,200,predictive,9,60.5,38.4,64.8,5.07,1.3,71.1,73.8,66.5,3.32,56.0,2.25,13.56,383.8,721.1,0.818,1
EQ-003254,motor,Atlas-Copco,HOU-01,B,160,1800,36102,34825,410,preventive,21,74.0,30.1,50.4,4.45,1.15,61.8,78.1,61.9,4.34,48.0,1.69,11.25,101.7,226.3,0.892,0
EQ-003255,motor,ABB,SIN-04,B,630,1500,71113,33295,357,preventive,19,77.5,19.3,59.9,4.84,1.43,55.1,72.3,46.9,5.57,57.0,1.48,9.66,395.9,926.0,0.934,0
EQ-003256,compressor,Flowserve,ANT-05,B,400,3000,14777,9331,450,corrective,48,62.3,25.0,31.6,4.8,0.94,56.5,64.7,52.0,3.3,46.0,2.15,9.78,216.2,488.2,0.941,0
EQ-003257,pump,WEG,HOU-01,B,75,1500,45409,22581,410,predictive,9,63.2,36.5,37.7,3.93,1.11,66.4,78.3,61.7,3.93,42.0,1.98,13.19,45.4,89.9,0.93,0
EQ-003258,motor,Flowserve,ROT-02,A,11,1500,33606,15584,87,predictive,7,79.1,27.6,54.5,2.24,0.63,59.9,74.8,56.1,3.63,49.0,1.67,8.78,32.3,22.1,0.803,0
EQ-003259,motor,Atlas-Copco,JUB-03,B,45,1500,37482,12024,343,preventive,13,95.8,19.2,64.1,3.06,0.98,53.7,73.4,50.0,3.1,33.0,2.48,10.12,38.7,72.0,0.841,0
EQ-003260,pump,WEG,ROT-02,C,400,3600,57401,48959,260,corrective,10,57.3,30.1,40.5,6.01,1.8,57.8,70.2,48.1,3.62,56.0,1.61,8.04,220.1,442.2,0.944,1
EQ-003261,compressor,Atlas-Copco,HOU-01,A,250,3000,64484,52979,119,corrective,51,54.5,26.2,63.4,6.12,1.55,55.7,52.1,54.5,4.18,59.0,2.41,9.51,132.4,262.4,0.808,1
EQ-003262,compressor,KSB,ROT-02,C,45,1500,21936,20555,45,preventive,44,54.6,35.0,33.1,4.7,1.36,61.7,62.8,55.8,3.23,37.0,2.05,10.92,56.1,43.2,0.887,0
EQ-003263,motor,WEG,JUB-03,B,22,3000,47740,6969,524,corrective,17,77.4,28.0,48.1,3.73,0.93,59.3,72.1,54.4,3.68,45.0,1.48,9.46,5.0,24.8,0.854,0
EQ-003264,pump,Siemens,ANT-05,B,160,1800,17942,4715,48,preventive,14,73.9,39.5,61.9,3.11,1.09,74.5,87.0,70.6,2.51,52.0,2.39,12.76,105.9,223.5,0.842,0
EQ-003265,pump,KSB,SIN-04,C,22,3000,43208,38020,9,preventive,6,57.2,25.5,38.0,5.31,1.33,56.7,58.2,52.1,3.77,52.0,1.82,6.17,19.3,30.3,0.746,0
EQ-003266,compressor,Flowserve,HOU-01,C,11,1500,49007,45456,141,preventive,61,71.4,34.9,55.0,5.54,1.62,66.0,67.5,61.8,4.13,50.0,2.02,11.71,9.2,13.4,0.859,1
EQ-003267,pump,ABB,ROT-02,B,110,3600,11286,10053,384,preventive,6,95.2,28.8,46.1,4.28,1.12,62.6,68.9,55.5,3.09,53.0,2.86,11.85,76.4,190.2,0.915,0
EQ-003268,compressor,Sulzer,ROT-02,C,22,1500,58119,22977,529,preventive,47,76.4,26.0,42.4,6.79,1.96,63.6,80.1,61.6,3.39,43.0,2.4,9.38,30.0,32.5,0.86,1
